city,country,population,reference_date,state
Shàngyóu,China,70126,2010-11-01,jiangxi
Shíchéng,China,85692,2010-11-01,jiangxi
Suìchuān,China,144031,2010-11-01,jiangxi
Tàihé,China,184065,2010-11-01,jiangxi
Wàn'ān,China,93121,2010-11-01,jiangxi
Wànnián,China,142013,2010-11-01,jiangxi
Wànzăi,China,131478,2010-11-01,jiangxi
Wŭníng,China,139172,2010-11-01,jiangxi
Wùyuán,China,134209,2010-11-01,jiangxi
Xiájiāng,China,62502,2010-11-01,jiangxi
Xìnfēng,China,231982,2010-11-01,jiangxi
Xīngān,China,99883,2010-11-01,jiangxi
Xīngguó,China,169184,2010-11-01,jiangxi
Xīnyú,China,567820,2010-11-01,jiangxi
Xiūshuĭ,China,206335,2010-11-01,jiangxi
Xúnwū,China,99498,2010-11-01,jiangxi
Yánshān ( Qiānshān ),China,226611,2010-11-01,jiangxi
Yíchūn,China,461817,2010-11-01,jiangxi
Yífēng,China,108740,2010-11-01,jiangxi
Yíhuáng,China,57617,2010-11-01,jiangxi
Yīngtán,China,191893,2010-11-01,jiangxi
Yìyáng,China,144142,2010-11-01,jiangxi
Yŏngfēng,China,137502,2010-11-01,jiangxi
Yŏngxīn,China,182296,2010-11-01,jiangxi
Yŏngxiū,China,173572,2010-11-01,jiangxi
Yúdū,China,223395,2010-11-01,jiangxi
Yúgān,China,234210,2010-11-01,jiangxi
Yújiāng,China,131470,2010-11-01,jiangxi
Yùshān,China,231491,2010-11-01,jiangxi
Zhāngshù,China,188586,2010-11-01,jiangxi
Āntú,China,124927,2010-11-01,jilin
Báichéng,China,359492,2010-11-01,jilin
Báishān ( incl. Jiāngyuán ),China,503287,2010-11-01,jilin
Chángchūn [ Changchun ],China,3281510,2010-11-01,jilin
Chánglĭng,China,198717,2010-11-01,jilin
Dà'ān,China,202322,2010-11-01,jilin
Déhuì,China,187956,2010-11-01,jilin
Dōngfēng,China,129020,2010-11-01,jilin
Dōngliáo,China,81959,2010-11-01,jilin
Dūnhuà,China,293396,2010-11-01,jilin
Fŭsōng,China,218680,2010-11-01,jilin
Fúyú,China,164673,2010-11-01,jilin
Gōngzhŭlĭng,China,337851,2010-11-01,jilin
Hélóng,China,112337,2010-11-01,jilin
Huàdiàn,China,193537,2010-11-01,jilin
Huīnán,China,172792,2010-11-01,jilin
Húnchūn,China,174355,2010-11-01,jilin
Jí'ān,China,95971,2010-11-01,jilin
Jiāohé,China,201712,2010-11-01,jilin
Jílín [ Jilin ],China,1469722,2010-11-01,jilin
Jìngyŭ,China,73122,2010-11-01,jilin
Jiŭtái,China,198851,2010-11-01,jilin
Liáoyuán,China,385049,2010-11-01,jilin
Línjiāng,China,133435,2010-11-01,jilin
Líshù,China,254842,2010-11-01,jilin
Liŭhé,China,114123,2010-11-01,jilin
Lóngjĭng,China,122065,2010-11-01,jilin
Méihékŏu,China,268259,2010-11-01,jilin
Nóng'ān,China,179184,2010-11-01,jilin
Pánshí,China,228004,2010-11-01,jilin
Qián'ān,China,111586,2010-11-01,jilin
Qiánguō'ĕr ( Qian Gorlos ),China,171908,2010-11-01,jilin
Shuāngliáo,China,180700,2010-11-01,jilin
Shuāngyáng,China,129699,2010-11-01,jilin
Shūlán,China,254850,2010-11-01,jilin
Sìpíng,China,509107,2010-11-01,jilin
Sōngyuán,China,464999,2010-11-01,jilin
Táonán,China,164976,2010-11-01,jilin
Tōnghuà,China,476792,2010-11-01,jilin
Tōnghuà,China,110167,2010-11-01,jilin
Tōngyú,China,131624,2010-11-01,jilin
Túmen,China,109342,2010-11-01,jilin
Wāngqīng,China,155514,2010-11-01,jilin
Yánjí,China,505516,2010-11-01,jilin
Yītōng,China,124604,2010-11-01,jilin
Yŏngjí,China,138241,2010-11-01,jilin
Yúshù,China,280961,2010-11-01,jilin
Zhènlài,China,125088,2010-11-01,jilin
Ānshān [ Anshan ],China,1504996,2010-11-01,liaoning
Bàyúquān,China,328009,2010-11-01,liaoning
Bĕipiào,China,168620,2010-11-01,liaoning
Bĕizhèn ( Běiníng ),China,127101,2010-11-01,liaoning
Bĕnxī [ Benxi ],China,1000128,2010-11-01,liaoning
Bĕnxī,China,158689,2010-11-01,liaoning
Chāngtú,China,178839,2010-11-01,liaoning
Cháoyáng,China,46378,2010-11-01,liaoning
Cháoyáng,China,477610,2010-11-01,liaoning
Dàlián [ Dairen ],China,3902467,2010-11-01,liaoning
Dāndōng [ Dandong ],China,775787,2010-11-01,liaoning
Dàshíqiáo,China,330328,2010-11-01,liaoning
Dēngtă,China,163064,2010-11-01,liaoning
Diàobīngshān ( Tiěfǎ ),China,195673,2010-11-01,liaoning
Dōnggăng ( Dōnggōu ),China,290957,2010-11-01,liaoning
Făkù,China,92237,2010-11-01,liaoning
Fèngchéng,China,247219,2010-11-01,liaoning
Fŭshùn,China,1318808,2010-11-01,liaoning
Fùxīn,China,117183,2010-11-01,liaoning
Fùxīn [ Fuxin ],China,710063,2010-11-01,liaoning
Gàizhōu ( Gàixiàn ),China,218478,2010-11-01,liaoning
Hăichéng,China,687223,2010-11-01,liaoning
Hēishān,China,194836,2010-11-01,liaoning
Huánrén,China,112429,2010-11-01,liaoning
Húlúdăo ( Jǐnxī ) [ Huludao ],China,646482,2010-11-01,liaoning
Jiànchāng,China,95127,2010-11-01,liaoning
Jiànpíng,China,160891,2010-11-01,liaoning
Jĭnzhōu [ Jinzhou ],China,946098,2010-11-01,liaoning
Kāiyuán,China,242412,2010-11-01,liaoning
Kālăqìn Zuŏyì ( Harqin ),China,106585,2010-11-01,liaoning
Kāngpíng,China,91316,2010-11-01,liaoning
Kuāndiàn,China,161155,2010-11-01,liaoning
Liáoyáng,China,735047,2010-11-01,liaoning
Liáoyáng,China,140922,2010-11-01,liaoning
Liáozhōng,China,172439,2010-11-01,liaoning
"Línghăi ( Jǐnxiàn, Dàlínghé )",China,134716,2010-11-01,liaoning
Língyuán,China,200354,2010-11-01,liaoning
Pánjĭn ( incl. Dàwā ) [ Panjin ],China,857993,2010-11-01,liaoning
Pánshān,China,60468,2010-11-01,liaoning
Pŭlándiàn ( Xīnjīn ),China,319942,2010-11-01,liaoning
Qīngyuán,China,114426,2010-11-01,liaoning
Shĕnyáng [ Shenyang ],China,5718232,2010-11-01,liaoning
Suízhōng,China,169943,2010-11-01,liaoning
Tái'ān,China,101079,2010-11-01,liaoning
Tiĕlĭng,China,345381,2010-11-01,liaoning
Tiĕlĭng,China,61408,2010-11-01,liaoning
Wăfángdiàn,China,413921,2010-11-01,liaoning
Xīfēng,China,70947,2010-11-01,liaoning
Xīnbīn,China,84352,2010-11-01,liaoning
Xīngchéng,China,178291,2010-11-01,liaoning
Xīnmín,China,173476,2010-11-01,liaoning
Xiùyán,China,155763,2010-11-01,liaoning
Yíngkŏu [ Yingkou ],China,552403,2010-11-01,liaoning
Yìxiàn ( Yìzhōu ),China,93682,2010-11-01,liaoning
Zhāngwŭ,China,87248,2010-11-01,liaoning
Zhuānghé,China,304233,2010-11-01,liaoning
"Ālāshàn Zuŏ ( Alaša Jegün, Bayanhot ) [ Alxa ]",China,129242,2010-11-01,neimenggu
Ālŭkē'ĕrqìn ( Aru Qorčin ) [ Ar Horqin ],China,79430,2010-11-01,neimenggu
Áohàn ( Auqan ),China,118673,2010-11-01,neimenggu
Āróng ( Arun ),China,83098,2010-11-01,neimenggu
Bālín Yòu ( Bairin You ) [ Bairin Right ],China,84779,2010-11-01,neimenggu
Bālín Zuŏ ( Baɣarin Jegün ) [ Bairin Left ],China,90259,2010-11-01,neimenggu
Bāotóu ( Buɣutu ) [ Baotou ],China,1874323,2010-11-01,neimenggu
"Bāyànnào'ĕr ( Bayannaɣur, Línhé ) [ Bayannur ]",China,354507,2010-11-01,neimenggu
Chìfēng ( Ulaɣanqada ) [ Ulanhad ],China,902285,2010-11-01,neimenggu
Dálātè ( Dalad ),China,204300,2010-11-01,neimenggu
È'ĕrduōsī ( Ôrdôs ) [ Ordos ],China,510242,2010-11-01,neimenggu
É'ĕrgŭnà ( Ergüne ) [ Ergun ],China,55076,2010-11-01,neimenggu
Èlúnchūn ( Orčonu ) [ Oroqen ],China,151156,2010-11-01,neimenggu
Èrliánhàotè ( Eriyen Qota ) [ Erenhot ],China,71455,2010-11-01,neimenggu
Ètuōkè ( Otoɣ ) [ Otog ],China,119423,2010-11-01,neimenggu
Èwēnkèzú ( Eveŋki ) [ Ewenki ],China,109665,2010-11-01,neimenggu
Fēngzhèn ( Fėŋjėn ),China,123811,2010-11-01,neimenggu
Gēnhé ( Gegen Ɣool ),China,89194,2010-11-01,neimenggu
Hángjĭn ( Qaŋɣin ) [ Hanggin ],China,59005,2010-11-01,neimenggu
Hángjĭn Hòu ( Qaŋɣin Qoyitu ) [ Hanggin Rear ],China,82225,2010-11-01,neimenggu
Hélíngé'ĕr ( Qorin Ger ) [ Horinger ],China,51106,2010-11-01,neimenggu
Hūhéhàotè ( Kökeqota ) [ Hohhot ],China,1497110,2010-11-01,neimenggu
"Hūlúnbèi'ĕr ( Qayilar, Hailar, Hǎilā’ěr ) [ Hulunbuir ]",China,327384,2010-11-01,neimenggu
Huòlínguōlè ( Qoolin Ɣool ) [ Holingol ],China,101496,2010-11-01,neimenggu
Kāilŭ ( Ḵayilü ),China,111502,2010-11-01,neimenggu
Kālăqìn ( Qaračin ) [ Harqin ],China,92372,2010-11-01,neimenggu
Kē'ĕrqìn Yòuyì Qiánqí ( Qorčin Baraɣun Ɣarun Emünedü ) [ Horqin Right Front ],China,52520,2010-11-01,neimenggu
Kē'ĕrqìn Yòuyì Zhōng ( Qorčin Baraɣun Ɣarun Dumdadu ) [ Horqin Right Middle ],China,97796,2010-11-01,neimenggu
Kē'ĕrqìn Zuŏyì Hòu ( Qorčin Jegün Ɣarun Qoyitu ) [ Horqin Left Back ],China,107530,2010-11-01,neimenggu
Kē'ĕrqìn Zuŏyì Zhōng ( Qorčin Jegün Ɣarun Dumdadu ) [ Horqin Left Middle ],China,148310,2010-11-01,neimenggu
Kèshíkèténg ( Kesigten ) [ Heshigten ],China,78295,2010-11-01,neimenggu
Línxī ( Linsi ),China,99301,2010-11-01,neimenggu
Mănzhōulĭ ( Manjuur ) [ Manjur ],China,248420,2010-11-01,neimenggu
Mòlì Dáwă ( Morin Dabaɣa ) [ Morin Dawa ],China,72821,2010-11-01,neimenggu
Nàimàn ( Naiman ),China,110318,2010-11-01,neimenggu
Níngchéng ( Niŋčėŋ ),China,117976,2010-11-01,neimenggu
Shāngdū ( Šaŋdu ),China,80200,2010-11-01,neimenggu
Tōngliáo ( Tüŋliyou ),China,540338,2010-11-01,neimenggu
Tŭmòtè Yòu ( Tümed Baraɣun ) [ Tumed Right ],China,108200,2010-11-01,neimenggu
Tŭmòtè Zuŏ ( Tümed Jegün ) [ Tumed Left ],China,88477,2010-11-01,neimenggu
Tuōkètuō ( Toɣtaqu ) [ Togtoh ],China,72484,2010-11-01,neimenggu
Tūquán ( Tüčiuvan ),China,73129,2010-11-01,neimenggu
Wēngniútè ( Oŋniɣud ) [ Ongniud ],China,123532,2010-11-01,neimenggu
Wūhăi ( Üqai ),China,502704,2010-11-01,neimenggu
"Wūlánchábù ( Ulaɣančab, Jíníng ) [ Ulanqab ]",China,319723,2010-11-01,neimenggu
Wūlánhàotè ( Ulaγan ) [ Ulanhot ],China,276406,2010-11-01,neimenggu
Wūlātè Qián ( Uradun Emünedü ) [ Urad Front ],China,106495,2010-11-01,neimenggu
Wūshĕn ( Üüsin ) [ Uxin ],China,62522,2010-11-01,neimenggu
Wŭyuán ( Üyuvan ),China,119330,2010-11-01,neimenggu
Xīlínhàotè ( Siliyin hota ) [ Xilinhot ],China,214382,2010-11-01,neimenggu
Xīnghé,China,53395,2010-11-01,neimenggu
Yákèshí ( Xuguit ),China,338275,2010-11-01,neimenggu
Yījīnhuòluò ( Ejin Qoroɣa ) [ Ejin Horo ],China,144135,2010-11-01,neimenggu
Zhālàitè ( Jalaid ),China,122741,2010-11-01,neimenggu
Zhālántún ( Jalan Ayil ) [ Zalantun ],China,167493,2010-11-01,neimenggu
Zhālŭtè ( Jarud ),China,92510,2010-11-01,neimenggu
Zhŭngé'ĕr ( Jegünɣar ) [ Jungar ],China,211331,2010-11-01,neimenggu
Gùyuán,China,130155,2010-11-01,ningxia
Hăiyuán,China,51815,2010-11-01,ningxia
Hèlán,China,83382,2010-11-01,ningxia
Língwŭ,China,125976,2010-11-01,ningxia
Lóngdé,China,28539,2010-11-01,ningxia
Péngyáng,China,45880,2010-11-01,ningxia
Píngluó,China,94095,2010-11-01,ningxia
Qīngtóngxiá,China,99367,2010-11-01,ningxia
Shízuĭshān,China,403901,2010-11-01,ningxia
Tóngxīn,China,104261,2010-11-01,ningxia
Wúzhōng,China,232134,2010-11-01,ningxia
Xījí,China,55027,2010-11-01,ningxia
Yánchí,China,44558,2010-11-01,ningxia
Yínchuān [ Yinchuan ],China,1159457,2010-11-01,ningxia
Yŏngníng,China,76590,2010-11-01,ningxia
Zhōngníng,China,106745,2010-11-01,ningxia
Zhōngwèi,China,160279,2010-11-01,ningxia
Dàtōng,China,144484,2010-11-01,qinghai
Délìnghā ( Delhi ),China,54844,2010-11-01,qinghai
Gé'ĕrmù ( Golmud ),China,186341,2010-11-01,qinghai
Gònghé,China,45519,2010-11-01,qinghai
Guìdé,China,27210,2010-11-01,qinghai
Hăiyàn,China,20910,2010-11-01,qinghai
Huàlóng,China,39212,2010-11-01,qinghai
Huángyuán,China,35201,2010-11-01,qinghai
Hùzhù,China,57489,2010-11-01,qinghai
Lèdū,China,69939,2010-11-01,qinghai
Măqìn ( Maqên ),China,24098,2010-11-01,qinghai
Ményuán,China,36727,2010-11-01,qinghai
Mínhé,China,80600,2010-11-01,qinghai
Píng'ān,China,50494,2010-11-01,qinghai
Tóngrén,China,28829,2010-11-01,qinghai
Xīníng ( incl. Huángzhōng ) [ Xining ],China,1227209,2010-11-01,qinghai
Xúnhuà,China,21181,2010-11-01,qinghai
Yùshù ( Yüxü ),China,56802,2010-11-01,qinghai
Ānqiū,China,300160,2010-11-01,shandong
Bīnzhōu,China,407820,2010-11-01,shandong
Bóxīng,China,241964,2010-11-01,shandong
Cáoxiàn,China,431653,2010-11-01,shandong
Chānglè,China,256002,2010-11-01,shandong
Chāngyì,China,287720,2010-11-01,shandong
Chéngwŭ,China,207316,2010-11-01,shandong
Chípíng,China,192161,2010-11-01,shandong
Dézhōu,China,526232,2010-11-01,shandong
Dōng'ē,China,114315,2010-11-01,shandong
Dōngmíng,China,236093,2010-11-01,shandong
Dōngpíng,China,245852,2010-11-01,shandong
Dōngyíng ( incl. Kěnlì ) [ Dongying ],China,773543,2010-11-01,shandong
Féichéng,China,472775,2010-11-01,shandong
Fèixiàn,China,389343,2010-11-01,shandong
Gāomì,China,466786,2010-11-01,shandong
Gāoqīng,China,120011,2010-11-01,shandong
Gāotáng,China,177673,2010-11-01,shandong
Guăngráo,China,187010,2010-11-01,shandong
Guānxiàn,China,182875,2010-11-01,shandong
Hăiyáng,China,244600,2010-11-01,shandong
Hékǒu,China,189488,2010-11-01,shandong
Hézé ( incl. Dìngtáo ) [ Heze ],China,725673,2010-11-01,shandong
Huántái,China,263011,2010-11-01,shandong
Huìmín,China,216254,2010-11-01,shandong
Jiāozhōu,China,404216,2010-11-01,shandong
Jiāxiáng,China,175793,2010-11-01,shandong
"Jìnán ( incl. Jìyáng, Zhāngqiū ) [ Jinan ]",China,4119801,2010-11-01,shandong
Jìníng ( incl. Yănzhōu ) [ Jining ],China,1327483,2010-11-01,shandong
Jīnxiāng,China,211815,2010-11-01,shandong
Juànchéng,China,223580,2010-11-01,shandong
Jŭnán,China,319820,2010-11-01,shandong
Jŭxiàn,China,250350,2010-11-01,shandong
Jùyĕ,China,320767,2010-11-01,shandong
Láiwú,China,668805,2010-11-01,shandong
Láixī,China,347452,2010-11-01,shandong
Láiyáng,China,358092,2010-11-01,shandong
Láizhōu,China,379789,2010-11-01,shandong
Lánlíng ( Cāngshān ),China,364340,2010-11-01,shandong
Lèlíng,China,214238,2010-11-01,shandong
Liángshān,China,210007,2010-11-01,shandong
Liáochéng [ Liaocheng ],China,606366,2010-11-01,shandong
Lìjīn,China,71603,2010-11-01,shandong
Língchéng ( Língxiàn ),China,170317,2010-11-01,shandong
Línqīng,China,343274,2010-11-01,shandong
Línqú,China,246962,2010-11-01,shandong
Línshù,China,276356,2010-11-01,shandong
Línyì,China,210891,2010-11-01,shandong
Línyí [ Linyi ],China,1522488,2010-11-01,shandong
Lóngkŏu,China,388770,2010-11-01,shandong
Mĕngyīn,China,184895,2010-11-01,shandong
Níngjīn,China,142309,2010-11-01,shandong
Níngyáng,China,251834,2010-11-01,shandong
Pénglái,China,185894,2010-11-01,shandong
Píngdù,China,427694,2010-11-01,shandong
Píngyì,China,323317,2010-11-01,shandong
Píngyīn,China,151185,2010-11-01,shandong
Píngyuán,China,166244,2010-11-01,shandong
Qíhé,China,290342,2010-11-01,shandong
"Qīngdăo ( incl. Jiāonán, Jímò ) [ Tsingtao ]",China,4556077,2010-11-01,shandong
Qìngyún,China,91851,2010-11-01,shandong
Qīngzhōu ( Yìdū ),China,384358,2010-11-01,shandong
Qīxiá,China,204633,2010-11-01,shandong
Qŭfù,China,302805,2010-11-01,shandong
Rìzhào [ Rizhao ],China,902272,2010-11-01,shandong
Róngchéng,China,363420,2010-11-01,shandong
Rŭshān,China,259876,2010-11-01,shandong
Shānghé,China,121936,2010-11-01,shandong
Shànxiàn,China,375780,2010-11-01,shandong
Shēnxiàn,China,279050,2010-11-01,shandong
Shòuguāng,China,476274,2010-11-01,shandong
Sìshuĭ,China,163794,2010-11-01,shandong
Tài'ān [ Tai'an ],China,1123541,2010-11-01,shandong
Tánchéng,China,357744,2010-11-01,shandong
Téngzhōu [ Tengzhou ],China,783473,2010-11-01,shandong
Wéifāng [ Weifang ],China,1261582,2010-11-01,shandong
Wēihăi ( incl. Wéndēng ) [ Weihai ],China,1009491,2010-11-01,shandong
Wēishān,China,243993,2010-11-01,shandong
Wènshàng,China,206304,2010-11-01,shandong
Wŭchéng,China,177058,2010-11-01,shandong
Wúdì,China,180697,2010-11-01,shandong
Wŭlián,China,166067,2010-11-01,shandong
Xiàjīn,China,203768,2010-11-01,shandong
Xīntài,China,672207,2010-11-01,shandong
Yánggŭ,China,238947,2010-11-01,shandong
Yángxìn,China,131036,2010-11-01,shandong
Yāntái [ Yantai ],China,1797861,2010-11-01,shandong
Yínán,China,363801,2010-11-01,shandong
Yíshuĭ,China,420826,2010-11-01,shandong
Yíyuán,China,214801,2010-11-01,shandong
Yŭchéng,China,203724,2010-11-01,shandong
Yùnchéng,China,380847,2010-11-01,shandong
Yútái,China,117368,2010-11-01,shandong
Zăozhuāng [ Zaozhuang ],China,980893,2010-11-01,shandong
Zhānhuà,China,146577,2010-11-01,shandong
Zhāoyuăn,China,281780,2010-11-01,shandong
Zhūchéng,China,586652,2010-11-01,shandong
Zībó [ Zibo ],China,2261717,2010-11-01,shandong
Zōuchéng ( Zōuxiàn ),China,513418,2010-11-01,shandong
Zōupíng,China,389003,2010-11-01,shandong
Chóngmíng,China,337350,2010-11-01,shanghai
Shànghăi [ Shanghai ],China,20217748,2010-11-01,shanghai
Ānkāng,China,379707,2010-11-01,shaanxi
Ānsài,China,74945,2010-11-01,shaanxi
Báihé,China,47397,2010-11-01,shaanxi
Báishuĭ,China,89767,2010-11-01,shaanxi
Băojī [ Baoji ],China,871940,2010-11-01,shaanxi
Bīnzhōu ( Bīnxiàn ),China,106710,2010-11-01,shaanxi
Chéngchéng,China,131006,2010-11-01,shaanxi
Chénggù,China,160685,2010-11-01,shaanxi
Dàlì,China,146274,2010-11-01,shaanxi
Dānfèng,China,93037,2010-11-01,shaanxi
Dìngbiān,China,121766,2010-11-01,shaanxi
Fèngxiáng,China,153560,2010-11-01,shaanxi
Fúfēng,China,85982,2010-11-01,shaanxi
Fŭgŭ,China,148874,2010-11-01,shaanxi
Fùpíng,China,171207,2010-11-01,shaanxi
Hánchéng,China,196574,2010-11-01,shaanxi
Hànyīn,China,61985,2010-11-01,shaanxi
Hànzhōng ( incl. Nánzhèng ),China,494763,2010-11-01,shaanxi
Héngshān,China,114188,2010-11-01,shaanxi
Héyáng,China,110667,2010-11-01,shaanxi
Huánglíng,China,61363,2010-11-01,shaanxi
Huáyīn,China,127987,2010-11-01,shaanxi
Huázhōu ( Huáxiàn ),China,107467,2010-11-01,shaanxi
Jìngbiān,China,191366,2010-11-01,shaanxi
Jīngyáng,China,138898,2010-11-01,shaanxi
Lántián,China,118768,2010-11-01,shaanxi
Lĭquán,China,83882,2010-11-01,shaanxi
Lŏngxiàn,China,66445,2010-11-01,shaanxi
Lüèyáng,China,73999,2010-11-01,shaanxi
Luòchuān,China,56135,2010-11-01,shaanxi
Luònán,China,112201,2010-11-01,shaanxi
Méixiàn,China,75939,2010-11-01,shaanxi
Miănxiàn,China,155101,2010-11-01,shaanxi
Níngqiáng,China,102896,2010-11-01,shaanxi
Pínglì,China,62079,2010-11-01,shaanxi
Púchéng,China,190871,2010-11-01,shaanxi
Qiánxiàn,China,167554,2010-11-01,shaanxi
Qíshān,China,161538,2010-11-01,shaanxi
Sānyuán,China,190672,2010-11-01,shaanxi
Shāngluò ( Shāngzhōu ),China,156781,2010-11-01,shaanxi
Shāngnán,China,63830,2010-11-01,shaanxi
Shānyáng,China,72507,2010-11-01,shaanxi
Shénmù,China,282650,2010-11-01,shaanxi
Suídé,China,91909,2010-11-01,shaanxi
Tóngchuān ( incl. Yàozhōu ),China,463866,2010-11-01,shaanxi
Wèinán,China,347484,2010-11-01,shaanxi
Wŭgōng,China,89765,2010-11-01,shaanxi
Wúqĭ,China,64776,2010-11-01,shaanxi
"Xī'ān ( incl. Cháng'ān, Líntóng, Hùyì, Gāolíng ) [ Sian ]",China,5596083,2010-11-01,shaanxi
Xiányáng,China,730704,2010-11-01,shaanxi
Xīngpíng,China,247539,2010-11-01,shaanxi
Xīxiāng,China,97201,2010-11-01,shaanxi
Xúnyáng,China,138876,2010-11-01,shaanxi
Xúnyì,China,57542,2010-11-01,shaanxi
Yán'ān,China,336856,2010-11-01,shaanxi
Yánchuān,China,98041,2010-11-01,shaanxi
Yánglíng,China,104944,2010-11-01,shaanxi
Yángxiàn,China,103173,2010-11-01,shaanxi
Yúlín,China,429189,2010-11-01,shaanxi
Zhàshuĭ,China,70978,2010-11-01,shaanxi
Zhèn'ān,China,70770,2010-11-01,shaanxi
Zhènbā,China,53851,2010-11-01,shaanxi
Zhìdān,China,66251,2010-11-01,shaanxi
Zhōuzhì,China,127853,2010-11-01,shaanxi
Zicháng,China,119387,2010-11-01,shaanxi
Zĭyáng,China,75084,2010-11-01,shaanxi
Băodé,China,50524,2010-11-01,shanxi
"Chángzhì ( incl. Lùchéng, Shàngdǎng ) [ Changzhi ]",China,848227,2010-11-01,shanxi
Dàixiàn,China,75518,2010-11-01,shanxi
Dàtóng [ Datong ],China,1420467,2010-11-01,shanxi
Dìngxiāng,China,64662,2010-11-01,shanxi
Fánshì,China,95246,2010-11-01,shanxi
Fényáng,China,149222,2010-11-01,shanxi
Gāopíng,China,213460,2010-11-01,shanxi
Gŭjiāo,China,146161,2010-11-01,shanxi
Héjīn,China,175824,2010-11-01,shanxi
Héqŭ,China,58614,2010-11-01,shanxi
Hóngdòng,China,240740,2010-11-01,shanxi
Hòumă,China,137020,2010-11-01,shanxi
Huáirén,China,166231,2010-11-01,shanxi
Húguān,China,58971,2010-11-01,shanxi
Húnyuán,China,105870,2010-11-01,shanxi
Huòzhōu,China,156853,2010-11-01,shanxi
Jiàngxiàn,China,124584,2010-11-01,shanxi
Jiāochéng,China,103223,2010-11-01,shanxi
Jièxiū,China,232269,2010-11-01,shanxi
Jìnchéng,China,476945,2010-11-01,shanxi
Jìnzhōng ( Yúcì ),China,444002,2010-11-01,shanxi
Jìshān,China,100240,2010-11-01,shanxi
Línfén,China,571237,2010-11-01,shanxi
Língchuān,China,73709,2010-11-01,shanxi
Língqiū,China,49492,2010-11-01,shanxi
Língshí,China,111715,2010-11-01,shanxi
Línxiàn,China,119358,2010-11-01,shanxi
Línyī,China,183386,2010-11-01,shanxi
Liŭlín,China,97422,2010-11-01,shanxi
Lǚliáng ( Líshí ),China,250080,2010-11-01,shanxi
Níngwŭ,China,65673,2010-11-01,shanxi
Píngdìng,China,104003,2010-11-01,shanxi
Pínglù,China,57908,2010-11-01,shanxi
Píngyáo,China,172055,2010-11-01,shanxi
Qīngxú,China,94519,2010-11-01,shanxi
Qìnshuǐ,China,70350,2010-11-01,shanxi
Qìnxiàn,China,53233,2010-11-01,shanxi
Qìnyuán,China,53009,2010-11-01,shanxi
Qíxiàn,China,81115,2010-11-01,shanxi
Qŭwò,China,71794,2010-11-01,shanxi
Ruìchéng,China,151565,2010-11-01,shanxi
Shānyīn,China,103523,2010-11-01,shanxi
Shòuyáng,China,62432,2010-11-01,shanxi
Shuòzhōu,China,381566,2010-11-01,shanxi
Tàigŭ,China,115996,2010-11-01,shanxi
Tàiyuán [ Taiyuan ],China,3154157,2010-11-01,shanxi
Tiānzhèn,China,63952,2010-11-01,shanxi
Túnliú,China,74535,2010-11-01,shanxi
Wànróng,China,87103,2010-11-01,shanxi
Wénshuĭ,China,109819,2010-11-01,shanxi
Wénxĭ,China,155955,2010-11-01,shanxi
Wŭtái,China,76046,2010-11-01,shanxi
Xiāngfén,China,136327,2010-11-01,shanxi
Xiāngníng,China,62659,2010-11-01,shanxi
Xiāngyuán,China,102623,2010-11-01,shanxi
Xiàoyì,China,268253,2010-11-01,shanxi
Xiàxiàn,China,78735,2010-11-01,shanxi
Xīngxiàn,China,79723,2010-11-01,shanxi
Xīnjiàng,China,110041,2010-11-01,shanxi
Xīnzhōu,China,279875,2010-11-01,shanxi
Xīyáng,China,59753,2010-11-01,shanxi
Yángchéng,China,147978,2010-11-01,shanxi
Yánggāo,China,85730,2010-11-01,shanxi
Yángqŭ,China,35849,2010-11-01,shanxi
Yángquán [ Yangquan ],China,623671,2010-11-01,shanxi
Yìchéng,China,89856,2010-11-01,shanxi
Yīngxiàn,China,91041,2010-11-01,shanxi
Yŏngjì,China,179028,2010-11-01,shanxi
Yuánpíng,China,202562,2010-11-01,shanxi
Yuánqŭ,China,91920,2010-11-01,shanxi
Yùnchéng,China,432554,2010-11-01,shanxi
Yúxiàn,China,93535,2010-11-01,shanxi
Zézhōu,China,197435,,shanxi
Zhǎngzǐ,China,76214,2010-11-01,shanxi
Zhōngyáng,China,79157,2010-11-01,shanxi
Zuǒquán,China,58612,2010-11-01,shanxi
Zuǒyún,China,63534,2010-11-01,shanxi
Ānyuè,China,226648,2010-11-01,sichuan
Bāzhōng,China,477235,2010-11-01,sichuan
Bĕichuān,China,55671,2010-11-01,sichuan
Cāngxī,China,127728,2010-11-01,sichuan
Chángníng,China,103101,2010-11-01,sichuan
"Chéngdū ( incl. Xīndū, Shuāngliú, Pídōu, Xīnjīn ) [ Chengtu ]",China,7823831,2010-11-01,sichuan
Chóngzhōu,China,206448,2010-11-01,sichuan
Dàyì,China,175898,2010-11-01,sichuan
Dàyīng,China,141597,2010-11-01,sichuan
Dázhōu ( incl. Dáchuān ) [ Dazhou ],China,678690,2010-11-01,sichuan
Dàzhú,China,273536,2010-11-01,sichuan
Déchāng,China,71200,2010-11-01,sichuan
Déyáng,China,530122,2010-11-01,sichuan
Dūjiāngyàn,China,317627,2010-11-01,sichuan
Éméishān,China,220349,2010-11-01,sichuan
Fùshùn,China,252451,2010-11-01,sichuan
Gāoxiàn,China,103900,2010-11-01,sichuan
Gŏngxiàn,China,157012,2010-11-01,sichuan
Guăng'ān,China,317502,2010-11-01,sichuan
